goodForGroups,city,state,latitude,longitude,stars,reviewCount,checkins,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids
1,Pittsburgh,PA,40.4373237,-79.9966299,3.5,9,21,FALSE,full_bar,quiet,dressy,3,FALSE,TRUE,,FALSE,,
1,North Las Vegas,NV,36.27495799,-115.1791902,4.5,12,15,FALSE,none,,casual,2,FALSE,TRUE,,FALSE,,
1,Charlotte,NC,35.197518,-80.825545,2.5,10,11,TRUE,full_bar,quiet,dressy,3,FALSE,TRUE,,FALSE,,
1,Queen Creek,AZ,33.260057,-111.6422486,4,28,170,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.1442303,-115.2660053,3.5,14,139,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.466736,-112.029768,4,53,81,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,TRUE
0,Las Vegas,NV,36.1269675,-115.2249916,3.5,39,114,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.6545842,-112.1000653,3,37,110,TRUE,none,quiet,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Waterloo,ON,43.47244173,-80.53588852,3.5,11,14,TRUE,beer_and_wine,quiet,casual,2,TRUE,FALSE,,TRUE,,
1,Scottsdale,AZ,33.5250892,-111.9253313,4,45,92,FALSE,full_bar,quiet,casual,3,TRUE,TRUE,no,TRUE,TRUE,
1,Montral,QC,45.5259082,-73.6033323,3.5,22,23,TRUE,full_bar,very_loud,casual,3,FALSE,TRUE,no,FALSE,FALSE,
1,Charlotte,NC,35.228133,-80.84147,3.5,59,90,FALSE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,,
0,Las Vegas,NV,36.126275,-115.20552,3.5,24,34,TRUE,none,,,1,,,,,,
0,Surprise,AZ,33.6382332,-112.3927585,3,14,81,TRUE,none,,casual,1,FALSE,,,TRUE,,
1,Las Vegas,NV,36.2179656,-115.2404192,2.5,9,42,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Scottsdale,AZ,33.62012709,-111.8766906,3.5,19,54,TRUE,beer_and_wine,average,casual,1,TRUE,TRUE,,FALSE,FALSE,
1,Montral,QC,45.52075256,-73.5985402,4.5,4,3,TRUE,none,,,,,,,,,
0,Edinburgh,EDH,55.976503,-3.1710261,4.5,7,21,TRUE,none,,,,FALSE,,,FALSE,,
1,Mesa,AZ,33.38516494,-111.6871445,4.5,32,72,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Scottsdale,AZ,33.581204,-111.880688,4,5,41,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.1803,-115.3239,4,14,41,FALSE,none,,,2,,,,,,
1,Phoenix,AZ,33.3842246,-112.073296,2.5,3,7,TRUE,none,,casual,1,FALSE,FALSE,,FALSE,,
1,Chandler,AZ,33.3061605,-111.8412502,4.5,21,64,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,,
0,Pittsburgh,PA,40.458577,-79.921053,2.5,10,60,TRUE,none,,,2,,,,,,
1,Charlotte,NC,35.087234,-80.849611,2,5,38,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Henderson,NV,36.01807399,-115.1012241,4,18,44,FALSE,none,average,casual,1,TRUE,FALSE,,TRUE,TRUE,
0,Las Vegas,NV,36.145787,-115.1906168,2.5,15,7,TRUE,none,,casual,1,,,,,,
0,Pittsburgh,PA,40.4523561,-79.9839206,5,13,21,TRUE,none,,,1,,,,,,
1,Laval,QC,45.5619319,-73.7453174,4,4,12,TRUE,none,,,,FALSE,,,TRUE,FALSE,
0,Buckeye,AZ,33.4377629,-112.5574067,4,4,7,TRUE,none,,,1,,,,,,
0,Mesa,AZ,33.45151,-111.8149967,1.5,3,39,TRUE,none,,,1,,,,,,
1,Glendale,AZ,33.639544,-112.168382,3.5,62,32,FALSE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,TRUE
0,Phoenix,AZ,33.597386,-112.012379,3.5,10,16,TRUE,none,average,casual,2,TRUE,TRUE,,TRUE,,
0,Montreal,QC,45.5259648,-73.5812547,4,17,18,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.2780541,-115.2871584,2.5,7,178,TRUE,none,,,1,,,,,,
1,Edinburgh,EDH,55.9457461,-3.2038251,3.5,18,16,TRUE,full_bar,loud,,1,,,outdoor,FALSE,,
1,Fort Mill,SC,35.05743712,-80.93857527,4,59,148,TRUE,none,loud,casual,2,FALSE,TRUE,,FALSE,TRUE,
0,Madison,WI,43.066246,-89.414714,3.5,7,9,TRUE,none,,,2,,,,,,
0,Outremont,QC,45.5187458,-73.6166623,4,4,5,TRUE,none,,,2,,,,TRUE,,
1,Las Vegas,NV,36.0106875,-115.1371278,3.5,86,120,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
0,Montreal,QC,45.5466679,-73.5935497,4.5,4,4,TRUE,none,,,2,,,,,,
0,Tempe,AZ,33.4259259,-111.956227,2.5,16,62,TRUE,none,,,2,,,,,,
0,Las Vegas,NV,36.14551512,-115.1931957,4,6,9,TRUE,none,,casual,1,,FALSE,,FALSE,,
1,Las Vegas,NV,36.271468,-115.270352,4,5,34,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Phoenix,AZ,33.3057984,-111.9791357,3.5,36,175,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
0,Phoenix,AZ,33.4871679,-112.0999443,1.5,3,6,TRUE,none,,,2,,,,,,
0,Pittsburgh,PA,40.442327,-80.002868,2.5,6,11,FALSE,none,average,casual,2,TRUE,,,FALSE,TRUE,
0,North Las Vegas,NV,36.1955355,-115.1190405,1,4,3,TRUE,none,very_loud,casual,1,FALSE,,,,,
1,Pittsburgh,PA,40.4883711,-79.8807679,2.5,4,4,FALSE,full_bar,,casual,2,,TRUE,no,FALSE,,
1,Montreal,QC,45.5309471,-73.6101535,3.5,6,6,TRUE,none,quiet,casual,2,FALSE,TRUE,,FALSE,,
1,Tempe,AZ,33.4074267,-111.9099123,2.5,123,85,TRUE,none,quiet,casual,2,TRUE,TRUE,,FALSE,TRUE,
0,Scottsdale,AZ,33.63416,-111.923887,3,56,87,TRUE,none,quiet,casual,1,TRUE,FALSE,,TRUE,TRUE,TRUE
0,North Las Vegas,NV,36.230724,-115.162672,3.5,5,14,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,FALSE,
1,Henderson,NV,36.0219522,-115.0913779,3.5,27,207,TRUE,full_bar,average,,2,,FALSE,yes,FALSE,,
1,Mesa,AZ,33.3629354,-111.8741736,3.5,30,35,TRUE,beer_and_wine,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
0,Madison,WI,43.0748749,-89.3945133,3.5,7,7,TRUE,none,,,2,,,,,,
0,Pittsburgh,PA,40.3928423,-80.0183817,3.5,3,6,TRUE,none,,casual,1,FALSE,,,FALSE,,
0,Las Vegas,NV,36.14613599,-115.1368314,4,5,12,FALSE,none,,,1,,,,FALSE,,
0,Pittsburgh,PA,40.4515233,-79.9827624,4.5,73,132,TRUE,none,,,1,,,,,,
1,Phoenix,AZ,33.3604,-111.7497,4.5,8,8,TRUE,none,,casual,1,FALSE,,,TRUE,TRUE,
0,Pittsburgh,PA,40.4521127,-79.9841639,3,93,131,TRUE,none,,,2,,,,TRUE,,
0,Las Vegas,NV,36.0996154,-115.1134551,4,26,71,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Phoenix,AZ,33.6107444,-112.1340403,4,50,89,TRUE,full_bar,quiet,casual,1,TRUE,FALSE,,FALSE,,
1,Montral,QC,45.537059,-73.615144,4.5,4,5,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,,
1,Tempe,AZ,33.3354969,-111.961996,3.5,17,57,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Pittsburgh,PA,40.4563849,-79.9366602,4,22,33,TRUE,none,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Kitchener,ON,43.42331043,-80.48556552,3.5,8,36,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
0,Charlotte,NC,35.2121982,-80.8292805,3,16,30,TRUE,none,,,1,,,,TRUE,,
0,Henderson,NV,36.0609473,-115.0480986,4,5,93,TRUE,none,,,2,,,,TRUE,,
1,Madison,WI,43.07528946,-89.38236003,4.5,157,100,TRUE,full_bar,average,dressy,4,FALSE,FALSE,,FALSE,FALSE,FALSE
1,Pittsburgh,PA,40.4407744,-80.0041429,3.5,45,41,FALSE,full_bar,quiet,dressy,3,FALSE,TRUE,,TRUE,FALSE,
0,Madison,WI,43.0837865,-89.3767892,4.5,139,104,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
0,Las Vegas,NV,36.126394,-115.21203,4,9,3,TRUE,none,,,1,,,,,,
1,Las Vegas,NV,36.0533669,-115.2793808,4,61,146,FALSE,none,average,casual,1,FALSE,TRUE,,FALSE,TRUE,
1,Charlotte,NC,35.14974032,-80.83334148,3,19,58,TRUE,none,very_loud,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Henderson,NV,36.008612,-114.992113,3.5,57,91,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Henderson,NV,35.9970954,-115.1012084,3.5,94,149,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
0,Pittsburgh,PA,40.441062,-80.002126,4.5,15,36,TRUE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.08107417,-115.1393557,2.5,7,15,TRUE,none,,casual,2,FALSE,,,FALSE,,
1,Charlotte,NC,35.063591,-80.77646637,2.5,18,91,TRUE,none,average,dressy,2,FALSE,TRUE,,TRUE,,
0,Charlotte,NC,35.224444,-80.887182,4,7,48,TRUE,none,,,1,,,,,,
1,Charlotte,NC,35.222791,-80.833312,4,5,12,FALSE,full_bar,average,,1,,,outdoor,TRUE,,
1,Henderson,NV,36.063877,-115.0354568,3.5,23,136,TRUE,none,average,casual,1,TRUE,,,FALSE,TRUE,
1,Glendale,AZ,33.6387461,-112.189584,3,33,148,TRUE,full_bar,average,,1,,,no,FALSE,,
0,Montral,QC,45.499249,-73.5788776,4,14,11,TRUE,full_bar,average,casual,3,FALSE,TRUE,,FALSE,,
0,Matthews,NC,35.1204338,-80.7282366,4,8,32,TRUE,none,,,1,,,,,,
1,Montral,QC,45.5145751,-73.5740276,3.5,32,37,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,TRUE,
1,Las Vegas,NV,36.1262871,-115.2069397,3.5,8,86,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Glendale,AZ,33.508825,-112.271136,3,9,120,TRUE,none,loud,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Pittsburgh,PA,40.4547833,-79.9460546,2,8,17,TRUE,none,,casual,1,FALSE,,,FALSE,,
1,Phoenix,AZ,33.4660663,-112.0582801,4,66,145,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Edinburgh,EDH,55.9506568,-3.2085927,3,25,39,TRUE,full_bar,loud,casual,2,FALSE,FALSE,outdoor,TRUE,TRUE,
1,Charlotte,NC,35.228,-80.8416729,3.5,11,4,FALSE,full_bar,,,2,,,outdoor,TRUE,,
1,Montral,QC,45.5041262,-73.5545401,3.5,31,37,TRUE,full_bar,quiet,dressy,3,FALSE,TRUE,,FALSE,FALSE,
0,Pittsburgh,PA,40.439745,-79.993004,3,17,97,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Phoenix,AZ,33.670413,-112.117962,4.5,54,173,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Fitchburg,WI,43.020517,-89.419184,4,10,6,FALSE,full_bar,,casual,2,FALSE,FALSE,,TRUE,,
1,Montral,QC,45.506893,-73.5608403,4,21,21,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,
1,Edinburgh,MLN,55.92317897,-3.247495964,3,5,7,TRUE,none,,,,,,,,,
1,Cave Creek,AZ,33.82781177,-111.9547806,3.5,53,72,TRUE,full_bar,average,casual,2,FALSE,FALSE,,TRUE,TRUE,
0,Tempe,AZ,33.3778738,-111.894182,3,10,18,TRUE,none,,,2,,,,,,
0,Edinburgh,EDH,55.9273142,-3.2094638,4.5,13,19,TRUE,none,,,2,,FALSE,,,TRUE,
1,Las Vegas,NV,36.1655426,-115.0615845,2.5,15,120,TRUE,none,quiet,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Montral,QC,45.5239168,-73.5824579,4,7,20,TRUE,full_bar,,,2,,,no,FALSE,,
1,Pittsburgh,PA,40.43784759,-79.92288145,4,63,97,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Charlotte,NC,35.22258523,-80.84109407,3.5,109,196,TRUE,full_bar,average,dressy,3,FALSE,,,TRUE,TRUE,
1,Las Vegas,NV,36.055414,-115.241332,3.5,18,8,FALSE,none,quiet,casual,2,TRUE,TRUE,,TRUE,,
1,Waterloo,ON,43.4748473,-80.53630829,3,13,8,TRUE,none,quiet,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Madison,WI,43.0785923,-89.3783104,3,19,15,FALSE,full_bar,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.173253,-115.144747,4,61,135,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
0,Mesa,AZ,33.434102,-111.8677129,4,35,41,FALSE,none,,,1,,,,,,
0,Las Vegas,NV,36.156479,-115.079756,2,8,106,TRUE,none,,,2,,,,,,
1,Charlotte,NC,35.3488949,-80.8560302,4,19,122,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Phoenix,AZ,33.43202209,-112.0124664,3.5,4,10,TRUE,full_bar,,,1,,,,FALSE,,
1,Chandler,AZ,33.234575,-111.85942,2.5,5,10,TRUE,none,loud,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Pittsburgh,PA,40.4285851,-79.9866264,3.5,127,145,FALSE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,FALSE,
1,Charlotte,NC,35.2089404,-80.8586257,4.5,7,105,TRUE,full_bar,quiet,,2,,,outdoor,TRUE,,
1,Las Vegas,NV,36.1439829,-115.2796682,4.5,61,65,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,Glendale,AZ,33.6693312,-112.2029352,2.5,5,5,FALSE,none,,casual,1,FALSE,FALSE,,FALSE,,
0,Charlotte,NC,35.202849,-80.844947,3.5,86,135,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,,TRUE,TRUE,TRUE
0,Montral,QC,45.50677221,-73.56672497,2.5,3,9,TRUE,none,,,,,,,,,
1,Montreal,QC,45.4885111,-73.5683498,3.5,17,8,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,
1,Montral,QC,45.5081443,-73.5614061,4,12,17,TRUE,full_bar,average,casual,2,FALSE,FALSE,,FALSE,,
1,Edinburgh,EDH,55.9732578,-3.1729879,4.5,7,6,TRUE,full_bar,quiet,dressy,4,FALSE,TRUE,,FALSE,,
1,Peoria,AZ,33.587805,-112.247024,3.5,18,19,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,,
1,Montral,QC,45.49479118,-73.57832429,4.5,19,33,TRUE,none,quiet,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Karlsruhe,BW,49.0087,8.41021,3.5,21,4,TRUE,beer_and_wine,quiet,casual,2,TRUE,TRUE,outdoor,TRUE,,
1,Matthews,NC,35.12560487,-80.72932307,4.5,39,48,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Pittsburgh,PA,40.44020351,-80.00286879,4.5,5,17,TRUE,none,,casual,2,FALSE,TRUE,,TRUE,,
1,Las Vegas,NV,36.1356446,-115.1615118,2.5,53,91,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,FALSE,
1,Pittsburgh,PA,40.459885,-79.9244499,3.5,101,199,TRUE,full_bar,loud,,2,,FALSE,outdoor,TRUE,,
1,Buckeye,AZ,33.3703358,-112.5793526,4,23,17,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Goodyear,AZ,33.463798,-112.343889,3.5,15,26,FALSE,none,average,casual,2,FALSE,TRUE,,TRUE,TRUE,
1,North Las Vegas,NV,36.2179775,-115.1804956,3,8,55,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
0,Charlotte,NC,35.208413,-80.865297,4,13,68,TRUE,none,,,1,,TRUE,,,,
0,Phoenix,AZ,33.6834879,-112.116182,3.5,28,143,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,FALSE,
1,Edinburgh,EDH,55.9405553,-3.1809807,4.5,14,8,TRUE,none,,casual,1,,TRUE,,TRUE,,
1,Verdun,QC,45.4578378,-73.5674672,4,21,19,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,33.6532509,-112.0993786,4,28,120,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Pittsburgh,PA,40.4425488,-79.9990058,3.5,6,31,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
1,Edinburgh,EDH,55.9531093,-3.1966737,4,5,23,TRUE,none,loud,casual,1,FALSE,TRUE,,FALSE,,
1,Huntersville,NC,35.383842,-80.78614,4,14,44,TRUE,none,average,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Montreal,QC,45.5279832,-73.5474042,4.5,13,8,TRUE,beer_and_wine,loud,casual,3,FALSE,TRUE,,FALSE,FALSE,
0,Youngtown,AZ,33.6036047,-112.3020076,4.5,12,5,TRUE,none,,,1,,,,FALSE,,
1,Edinburgh,EDH,55.9513504,-3.211516142,4,17,34,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,FALSE,FALSE,
0,Tempe,AZ,33.3947699,-111.9088938,3,10,86,TRUE,none,,,1,,,,,,
0,Las Vegas,NV,36.08473969,-115.1510773,3.5,22,142,TRUE,none,,,2,,,,FALSE,,
1,Las Vegas,NV,36.2760304,-115.120388,3.5,28,188,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,yes,FALSE,FALSE,
1,Pittsburgh,PA,40.4567754,-79.966461,4.5,55,112,TRUE,full_bar,average,,1,,,yes,FALSE,,
0,Surprise,AZ,33.6091585,-112.3577315,3,25,8,TRUE,none,,casual,2,TRUE,TRUE,,TRUE,FALSE,
0,Montral,QC,45.5247585,-73.5846209,4,25,58,TRUE,none,,,2,,,,TRUE,,
1,Queen Creek,AZ,33.24919528,-111.6269991,3,20,64,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,TRUE,
1,Las Vegas,NV,36.1520371,-115.1632669,3.5,114,210,FALSE,none,average,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.1214517,-115.1696112,3.5,8,27,TRUE,full_bar,,casual,2,FALSE,FALSE,,FALSE,,
1,Henderson,NV,36.030262,-115.029916,4,39,110,TRUE,none,average,casual,2,TRUE,TRUE,,FALSE,TRUE,
0,Scottsdale,AZ,33.633717,-111.924669,4,6,13,FALSE,full_bar,average,,2,FALSE,,outdoor,TRUE,,
1,Phoenix,AZ,33.479146,-112.220176,3.5,7,6,TRUE,none,average,casual,1,FALSE,,,FALSE,,
1,Fort Mill,SC,35.0954529,-80.9386585,3,26,139,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
0,Las Vegas,NV,36.116308,-115.1041629,3.5,11,91,FALSE,none,,,1,,,,,,
1,Scottsdale,AZ,33.78100521,-111.9240189,3.5,18,86,TRUE,beer_and_wine,,casual,2,FALSE,FALSE,,TRUE,,
1,Montreal,QC,45.4766749,-73.6220575,4,7,7,TRUE,full_bar,average,casual,3,TRUE,TRUE,,,,
1,Mesa,AZ,33.3812843,-111.7535064,4,31,7,FALSE,full_bar,,casual,2,FALSE,TRUE,,TRUE,,
0,Las Vegas,NV,36.091326,-115.174249,3.5,27,143,TRUE,none,,,2,,TRUE,,,,
1,Madison,WI,43.07455544,-89.37933559,3.5,123,152,TRUE,full_bar,average,casual,2,FALSE,TRUE,,TRUE,FALSE,
1,Pittsburgh,PA,40.442228,-80.003107,3.5,8,3,TRUE,full_bar,average,dressy,2,FALSE,TRUE,,FALSE,,
1,Dollard-Des-Ormeaux,QC,45.497231,-73.8114811,4,9,6,TRUE,beer_and_wine,quiet,casual,2,TRUE,TRUE,,FALSE,,
0,Madison,WI,43.075277,-89.4430321,4.5,5,11,TRUE,none,,,2,FALSE,,,,,
0,Phoenix,AZ,33.462094,-112.1858875,3.5,25,150,TRUE,none,loud,casual,1,FALSE,,,FALSE,,
1,Montral,QC,45.5239099,-73.6054583,4,6,4,TRUE,none,,,2,FALSE,,,,,
1,Phoenix,AZ,33.5805,-112.122366,3.5,9,26,TRUE,none,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
1,Tempe,AZ,33.4149286,-111.9249897,3,25,47,TRUE,none,average,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Charlotte,NC,35.213696,-80.854301,4,13,126,TRUE,full_bar,loud,,2,,,outdoor,TRUE,,
0,Tempe,AZ,33.4077705,-111.9537169,4,16,31,TRUE,none,,,1,,,,,,
1,Montreal,QC,45.5348473,-73.6089695,4,15,20,TRUE,beer_and_wine,average,casual,1,FALSE,,,FALSE,,
1,Morristown,AZ,33.872482,-112.296413,3.5,23,148,TRUE,full_bar,average,casual,2,TRUE,TRUE,,TRUE,TRUE,
0,Las Vegas,NV,36.13079671,-115.1166702,4.5,7,20,TRUE,none,,,1,FALSE,,,,,
1,Charlotte,NC,35.2473992,-80.806215,4,25,95,TRUE,full_bar,loud,,2,,FALSE,outdoor,TRUE,,
1,Mesa,AZ,33.4907391,-111.6705522,3,14,42,TRUE,full_bar,quiet,casual,3,FALSE,FALSE,,TRUE,,
0,Saint-Laurent,QC,45.4970424,-73.7045388,1.5,5,16,TRUE,none,,,,FALSE,,,,,
0,Tempe,AZ,33.41910505,-111.9359117,3,5,8,TRUE,none,average,casual,1,FALSE,,,,,
0,Laveen,AZ,33.3779753,-112.1723199,1.5,3,3,FALSE,none,,casual,1,FALSE,FALSE,,,FALSE,
1,Las Vegas,NV,36.0922493,-115.208489,2.5,16,46,TRUE,none,quiet,formal,2,TRUE,FALSE,,FALSE,TRUE,
1,Montral,QC,45.5254398,-73.5992803,4,50,83,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,FALSE,FALSE,
1,Las Vegas,NV,36.03948827,-115.1915115,2,16,168,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,
1,Charlotte,NC,35.1716684,-80.8492639,2.5,17,4,FALSE,full_bar,,casual,2,FALSE,TRUE,,TRUE,,
0,Pittsburgh,PA,40.4335078,-79.9231097,3.5,20,73,TRUE,none,,,1,,,,FALSE,,
0,Scottsdale,AZ,33.45168,-111.916537,2,5,6,TRUE,none,very_loud,casual,1,FALSE,TRUE,,FALSE,TRUE,
0,Charlotte,NC,35.306624,-80.723767,3.5,3,13,TRUE,none,,,1,,,,,,
0,Phoenix,AZ,33.435146,-111.998367,2,4,28,TRUE,none,,,1,,,,,,
1,Tempe,AZ,33.349496,-111.9485747,3.5,90,136,TRUE,none,average,casual,2,FALSE,TRUE,,FALSE,TRUE,TRUE
1,Phoenix,AZ,33.60274501,-111.9832242,4.5,7,6,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
1,Madison,WI,43.0734853,-89.5267274,2.5,23,17,TRUE,none,quiet,casual,1,TRUE,FALSE,,FALSE,TRUE,
1,Scottsdale,AZ,33.53814,-111.885036,3,62,196,TRUE,none,average,casual,2,FALSE,FALSE,,TRUE,FALSE,
1,Scottsdale,AZ,33.4952011,-111.9078794,3,9,103,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,,
1,Champaign,IL,40.109335,-88.23084,2,13,3,FALSE,full_bar,loud,casual,1,TRUE,TRUE,outdoor,TRUE,,
1,Sun City,AZ,33.6394264,-112.2763421,2,5,7,FALSE,full_bar,average,casual,1,TRUE,TRUE,,FALSE,TRUE,
1,Phoenix,AZ,33.5993289,-111.9871884,3.5,23,175,TRUE,none,average,casual,1,FALSE,TRUE,,FALSE,FALSE,TRUE
1,Pittsburgh,PA,40.438556,-80.019299,4.5,52,50,TRUE,full_bar,average,dressy,3,FALSE,FALSE,,FALSE,FALSE,
1,Mesa,AZ,33.3934996,-111.876711,3,32,73,TRUE,none,average,casual,1,FALSE,FALSE,,TRUE,FALSE,
0,Tempe,AZ,33.349696,-111.94761,4,49,174,TRUE,none,quiet,casual,1,TRUE,TRUE,,TRUE,TRUE,
1,Charlotte,NC,35.22586,-80.846935,3.5,22,66,TRUE,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,TRUE,
1,Henderson,NV,36.041856,-115.099718,4,14,71,TRUE,beer_and_wine,average,,1,,FALSE,yes,TRUE,,
1,Madison,WI,43.0733822,-89.3967743,2,11,20,TRUE,full_bar,average,,1,,TRUE,outdoor,TRUE,,
1,Scottsdale,AZ,33.498028,-111.927951,3,38,63,TRUE,none,very_loud,casual,1,TRUE,TRUE,,TRUE,FALSE,
1,Phoenix,AZ,33.5813089,-112.1231013,3,23,93,FALSE,none,average,casual,1,FALSE,TRUE,,TRUE,FALSE,
1,Mount Lebanon,PA,40.3527436,-80.051873,3,21,32,FALSE,none,average,casual,2,FALSE,FALSE,,FALSE,TRUE,
1,Charlotte,NC,35.106407,-80.8077349,4,29,71,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Montreal,QC,45.4762366,-73.6224445,4,12,16,TRUE,full_bar,average,casual,2,FALSE,FALSE,no,TRUE,FALSE,
1,Anthem,AZ,33.86411,-112.1359,2.5,5,19,TRUE,none,,casual,4,TRUE,,,,,
0,Glendale,AZ,33.684045,-112.203731,2,5,10,TRUE,none,,,4,,,,,,
1,Las Vegas,NV,36.10883583,-115.0613113,3.5,49,185,TRUE,none,average,casual,1,FALSE,TRUE,,TRUE,TRUE,
0,Gilbert,AZ,33.378423,-111.787808,4.5,4,112,TRUE,none,,,2,,,,,,
1,Pittsburgh,PA,40.416975,-80.045368,4,9,8,TRUE,full_bar,quiet,casual,3,FALSE,FALSE,,FALSE,,
1,Montral,QC,45.53056367,-73.60803905,4,18,104,TRUE,full_bar,loud,,1,,,outdoor,FALSE,,
1,Litchfield Park,AZ,33.5105854,-112.3402949,4,27,68,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,,FALSE,TRUE,
0,Phoenix,AZ,33.52501232,-112.1311753,3.5,3,5,TRUE,none,,,,,,,,,
1,Edinburgh,EDH,55.9526026,-3.199813,3,22,8,TRUE,full_bar,average,casual,2,FALSE,TRUE,,FALSE,,TRUE
1,Madison,WI,43.0601996,-89.5498042,2.5,3,8,TRUE,none,,casual,1,TRUE,TRUE,,FALSE,,
1,Urbana,IL,40.1132792,-88.2049898,3.5,7,6,TRUE,none,average,casual,1,FALSE,FALSE,,FALSE,,
1,Phoenix,AZ,33.4660623,-112.0823273,3.5,61,205,TRUE,full_bar,average,casual,2,TRUE,FALSE,,TRUE,TRUE,
0,Matthews,NC,35.082745,-80.732972,3.5,7,44,TRUE,none,,,3,,,,,,
1,Madison,WI,43.0672802,-89.392125,4,8,43,TRUE,full_bar,average,,1,,,,FALSE,,
